entity_id,entity_name,country,currency,fiscal_year_end,consolidation_level,parent_entity,is_active
ENT0898,Entity_898,US,JPY,Jun,1,ENT0923,True
ENT0899,Entity_899,US,EUR,Sep,2,ENT0526,True
ENT0900,Entity_900,FR,GBP,Dec,4,ENT0929,True
ENT0901,Entity_901,US,EUR,Jun,3,,True
ENT0902,Entity_902,US,EUR,Sep,4,ENT0902,True
ENT0903,Entity_903,GB,EUR,Sep,3,,True
ENT0904,Entity_904,JP,GBP,Jun,1,,True
ENT0905,Entity_905,DE,GBP,Jun,4,ENT0175,True
ENT0906,Entity_906,FR,GBP,Sep,4,ENT0702,True
ENT0907,Entity_907,DE,GBP,Jun,3,ENT0674,True
ENT0908,Entity_908,US,USD,Sep,4,ENT0147,True
ENT0909,Entity_909,GB,USD,Dec,1,ENT0611,True
ENT0910,Entity_910,US,JPY,Mar,4,,True
ENT0911,Entity_911,FR,USD,Dec,1,ENT0013,True
ENT0912,Entity_912,US,EUR,Dec,4,,True
ENT0913,Entity_913,GB,USD,Mar,1,ENT0034,True
ENT0914,Entity_914,JP,EUR,Dec,3,ENT0760,True
ENT0915,Entity_915,DE,GBP,Mar,4,,True
ENT0916,Entity_916,DE,EUR,Mar,1,ENT0982,True
ENT0917,Entity_917,DE,GBP,Jun,1,,True
ENT0918,Entity_918,FR,EUR,Sep,4,ENT0678,True
ENT0919,Entity_919,GB,EUR,Sep,1,ENT0169,True
ENT0920,Entity_920,FR,EUR,Mar,3,,False
ENT0921,Entity_921,JP,GBP,Mar,4,ENT0440,True
ENT0922,Entity_922,DE,EUR,Sep,3,ENT0922,False
ENT0923,Entity_923,DE,JPY,Dec,2,,True
ENT0924,Entity_924,US,EUR,Jun,2,,True
ENT0925,Entity_925,GB,USD,Mar,3,ENT0242,True
ENT0926,Entity_926,JP,USD,Dec,3,ENT0285,True
ENT0927,Entity_927,DE,JPY,Jun,3,ENT0658,True
ENT0928,Entity_928,GB,USD,Mar,1,ENT0899,True
ENT0929,Entity_929,DE,USD,Dec,3,ENT0787,True
ENT0930,Entity_930,DE,JPY,Jun,3,,True
ENT0931,Entity_931,DE,USD,Dec,3,ENT0300,True
ENT0932,Entity_932,FR,EUR,Jun,1,ENT0282,False
ENT0933,Entity_933,GB,JPY,Dec,3,ENT0933,True
ENT0934,Entity_934,FR,JPY,Mar,3,ENT0122,True
ENT0935,Entity_935,DE,JPY,Sep,1,ENT0972,True
ENT0936,Entity_936,JP,USD,Dec,4,,True
ENT0937,Entity_937,US,GBP,Sep,3,ENT0675,True
ENT0938,Entity_938,US,EUR,Jun,2,ENT0038,True
ENT0939,Entity_939,DE,JPY,Sep,3,,True
ENT0940,Entity_940,DE,GBP,Dec,3,ENT0274,True
ENT0941,Entity_941,FR,USD,Jun,3,,True
ENT0942,Entity_942,DE,GBP,Sep,2,,True
ENT0943,Entity_943,JP,USD,Sep,4,ENT0566,True
ENT0944,Entity_944,DE,USD,Dec,4,,True
ENT0945,Entity_945,US,GBP,Sep,1,ENT0841,True
ENT0946,Entity_946,US,USD,Dec,3,,True
ENT0947,Entity_947,JP,USD,Jun,1,,True
ENT0948,Entity_948,US,JPY,Mar,2,ENT0339,True
ENT0949,Entity_949,JP,USD,Jun,4,ENT0326,True
ENT0950,Entity_950,GB,GBP,Jun,1,ENT0141,False
ENT0951,Entity_951,US,JPY,Dec,2,ENT0174,True
ENT0952,Entity_952,GB,EUR,Jun,1,ENT0642,True
ENT0953,Entity_953,FR,USD,Sep,3,ENT0556,True
ENT0954,Entity_954,DE,EUR,Mar,2,ENT0820,True
ENT0955,Entity_955,FR,JPY,Mar,3,ENT0143,True
ENT0956,Entity_956,FR,GBP,Sep,4,,True
ENT0957,Entity_957,DE,EUR,Dec,3,ENT0324,True
ENT0958,Entity_958,FR,GBP,Mar,3,,True
ENT0959,Entity_959,JP,EUR,Jun,1,,True
ENT0960,Entity_960,DE,USD,Mar,1,,True
ENT0961,Entity_961,US,JPY,Sep,4,,True
ENT0962,Entity_962,DE,JPY,Mar,4,ENT0031,True
ENT0963,Entity_963,JP,USD,Sep,3,ENT0629,True
ENT0964,Entity_964,GB,JPY,Dec,2,,False
ENT0965,Entity_965,JP,USD,Jun,1,ENT0965,True
ENT0966,Entity_966,DE,EUR,Jun,4,ENT0353,True
ENT0967,Entity_967,FR,GBP,Dec,4,ENT0546,True
ENT0968,Entity_968,GB,EUR,Dec,1,ENT0492,True
ENT0969,Entity_969,JP,USD,Jun,3,ENT0371,True
ENT0970,Entity_970,US,USD,Jun,3,ENT0757,False
ENT0971,Entity_971,GB,JPY,Jun,2,ENT0971,True
ENT0972,Entity_972,DE,JPY,Dec,4,ENT0027,True
ENT0973,Entity_973,DE,EUR,Jun,1,ENT0447,True
ENT0974,Entity_974,DE,GBP,Sep,2,ENT0256,True
ENT0975,Entity_975,US,EUR,Dec,1,ENT0336,True
ENT0976,Entity_976,GB,USD,Mar,3,,True
ENT0977,Entity_977,US,JPY,Mar,3,,True
ENT0978,Entity_978,DE,JPY,Sep,4,ENT0048,False
ENT0979,Entity_979,GB,USD,Mar,3,,True
ENT0980,Entity_980,DE,EUR,Mar,1,ENT0806,True
ENT0981,Entity_981,DE,EUR,Jun,2,ENT0937,True
ENT0982,Entity_982,FR,EUR,Dec,1,ENT0437,True
ENT0983,Entity_983,DE,USD,Sep,3,,True
ENT0984,Entity_984,FR,EUR,Sep,3,ENT0292,True
ENT0985,Entity_985,DE,EUR,Jun,4,,True
ENT0986,Entity_986,FR,EUR,Jun,2,,True
ENT0987,Entity_987,FR,GBP,Jun,2,ENT0327,True
ENT0988,Entity_988,GB,GBP,Sep,1,ENT0013,True
ENT0989,Entity_989,GB,USD,Sep,2,ENT0142,True
ENT0990,Entity_990,FR,JPY,Mar,2,ENT0802,True
ENT0991,Entity_991,GB,EUR,Mar,4,ENT0932,False
ENT0992,Entity_992,DE,EUR,Jun,4,ENT0407,True
ENT0993,Entity_993,US,GBP,Dec,1,ENT0580,False
ENT0994,Entity_994,DE,EUR,Sep,2,ENT0994,True
ENT0995,Entity_995,DE,EUR,Sep,3,,True
ENT0996,Entity_996,FR,USD,Jun,2,,True
ENT0997,Entity_997,DE,EUR,Mar,1,,True
ENT0998,Entity_998,GB,JPY,Mar,4,ENT0998,True
ENT0999,Entity_999,JP,GBP,Mar,3,ENT0352,True
ENT1000,Entity_1000,DE,GBP,Jun,3,ENT0807,True
