mapping_id,source_account,target_account,source_type,target_type,confidence,mapping_method,is_validated
735,SRC_Account_735,TGT_Account_735,Liability,Equity,0.709,manual,True
736,SRC_Account_736,TGT_Account_736,Revenue,Asset,0.784,rule_based,False
737,SRC_Account_737,TGT_Account_737,Revenue,Equity,0.673,semantic,True
738,SRC_Account_738,TGT_Account_738,Liability,Asset,0.812,exact,True
739,SRC_Account_739,TGT_Account_739,Revenue,Equity,0.883,exact,False
740,SRC_Account_740,TGT_Account_740,Expense,Liability,0.83,semantic,True
741,SRC_Account_741,TGT_Account_741,Expense,Asset,0.637,exact,True
742,SRC_Account_742,TGT_Account_742,Revenue,Asset,,exact,True
743,SRC_Account_743,TGT_Account_743,Revenue,Equity,0.67,rule_based,True
744,SRC_Account_744,TGT_Account_744,Liability,Expense,0.906,exact,True
745,SRC_Account_745,TGT_Account_745,Revenue,Asset,0.744,exact,True
746,SRC_Account_746,TGT_Account_746,Liability,Equity,0.913,exact,True
747,SRC_Account_747,TGT_Account_747,Equity,Liability,0.683,semantic,True
748,SRC_Account_748,TGT_Account_748,Liability,Expense,0.675,semantic,True
749,SRC_Account_749,TGT_Account_749,Liability,Equity,0.799,rule_based,True
750,SRC_Account_750,TGT_Account_750,Asset,Expense,0.613,exact,True
751,SRC_Account_751,TGT_Account_751,Expense,Liability,0.69,exact,True
752,SRC_Account_752,TGT_Account_752,Asset,Asset,0.89,semantic,True
753,SRC_Account_753,TGT_Account_753,Asset,Equity,0.935,exact,False
754,SRC_Account_754,TGT_Account_754,Expense,Revenue,0.632,semantic,False
755,SRC_Account_755,TGT_Account_755,Equity,Expense,,manual,True
756,SRC_Account_756,TGT_Account_756,Equity,Asset,0.919,semantic,True
757,SRC_Account_757,TGT_Account_757,Revenue,Expense,0.948,semantic,False
758,SRC_Account_758,TGT_Account_758,Liability,Revenue,,manual,False
759,SRC_Account_759,TGT_Account_759,Asset,Equity,0.87,exact,True
760,SRC_Account_760,TGT_Account_760,Revenue,Equity,0.81,manual,True
761,SRC_Account_761,TGT_Account_761,Asset,Asset,0.861,semantic,True
762,SRC_Account_762,TGT_Account_762,Equity,Revenue,0.968,semantic,True
763,SRC_Account_763,TGT_Account_763,Expense,Liability,0.64,manual,False
764,SRC_Account_764,TGT_Account_764,Expense,Asset,0.726,semantic,True
765,SRC_Account_765,TGT_Account_765,Liability,Liability,0.629,semantic,True
766,SRC_Account_766,TGT_Account_766,Revenue,Equity,0.978,exact,True
767,SRC_Account_767,TGT_Account_767,Revenue,Liability,0.778,semantic,False
768,SRC_Account_768,TGT_Account_768,Equity,Expense,0.87,semantic,True
769,SRC_Account_769,TGT_Account_769,Asset,Equity,0.936,exact,False
770,SRC_Account_770,TGT_Account_770,Liability,Asset,0.996,rule_based,True
771,SRC_Account_771,TGT_Account_771,Revenue,Revenue,0.665,semantic,True
772,SRC_Account_772,TGT_Account_772,Expense,Asset,0.92,exact,True
773,SRC_Account_773,TGT_Account_773,Asset,Liability,0.955,exact,True
774,SRC_Account_774,TGT_Account_774,Revenue,Revenue,0.62,semantic,False
775,SRC_Account_775,TGT_Account_775,Expense,Equity,0.902,exact,True
776,SRC_Account_776,TGT_Account_776,Expense,Liability,0.742,exact,True
777,SRC_Account_777,TGT_Account_777,Equity,Equity,0.859,semantic,True
778,SRC_Account_778,TGT_Account_778,Asset,Expense,0.806,exact,True
779,SRC_Account_779,TGT_Account_779,Liability,Liability,0.704,exact,True
780,SRC_Account_780,TGT_Account_780,Expense,Asset,0.654,semantic,False
781,SRC_Account_781,TGT_Account_781,Expense,Liability,0.647,exact,True
782,SRC_Account_782,TGT_Account_782,Revenue,Liability,0.641,manual,True
783,SRC_Account_783,TGT_Account_783,Asset,Revenue,0.855,manual,True
784,SRC_Account_784,TGT_Account_784,Asset,Expense,0.741,semantic,True
785,SRC_Account_785,TGT_Account_785,Equity,Expense,0.687,manual,True
786,SRC_Account_786,TGT_Account_786,Equity,Asset,0.877,rule_based,True
787,SRC_Account_787,TGT_Account_787,Asset,Liability,0.875,exact,True
788,SRC_Account_788,TGT_Account_788,Revenue,Asset,0.816,rule_based,False
789,SRC_Account_789,TGT_Account_789,Equity,Asset,0.974,exact,False
790,SRC_Account_790,TGT_Account_790,Asset,Expense,0.754,semantic,False
791,SRC_Account_791,TGT_Account_791,Asset,Expense,0.934,semantic,True
792,SRC_Account_792,TGT_Account_792,Equity,Asset,0.63,exact,True
793,SRC_Account_793,TGT_Account_793,Revenue,Revenue,0.896,exact,False
794,SRC_Account_794,TGT_Account_794,Expense,Equity,0.995,manual,True
795,SRC_Account_795,TGT_Account_795,Equity,Asset,0.939,exact,True
796,SRC_Account_796,TGT_Account_796,Liability,Expense,0.832,exact,True
797,SRC_Account_797,TGT_Account_797,Expense,Expense,0.851,exact,False
798,SRC_Account_798,TGT_Account_798,Equity,Equity,0.741,semantic,True
799,SRC_Account_799,TGT_Account_799,Liability,Revenue,0.872,rule_based,True
800,SRC_Account_800,TGT_Account_800,Equity,Liability,0.908,rule_based,True
801,SRC_Account_801,TGT_Account_801,Asset,Revenue,0.999,semantic,True
802,SRC_Account_802,TGT_Account_802,Liability,Equity,0.797,exact,True
803,SRC_Account_803,TGT_Account_803,Equity,Expense,0.625,exact,True
804,SRC_Account_804,TGT_Account_804,Expense,Asset,,semantic,True
805,SRC_Account_805,TGT_Account_805,Revenue,Asset,0.648,rule_based,False
806,SRC_Account_806,TGT_Account_806,Revenue,Equity,0.698,rule_based,False
807,SRC_Account_807,TGT_Account_807,Equity,Liability,0.732,semantic,True
808,SRC_Account_808,TGT_Account_808,Asset,Expense,0.892,semantic,False
809,SRC_Account_809,TGT_Account_809,Liability,Revenue,0.674,semantic,True
810,SRC_Account_810,TGT_Account_810,Expense,Asset,0.666,semantic,False
811,SRC_Account_811,TGT_Account_811,Asset,Equity,,semantic,True
812,SRC_Account_812,TGT_Account_812,Expense,Liability,0.949,semantic,True
813,SRC_Account_813,TGT_Account_813,Revenue,Asset,0.877,semantic,True
814,SRC_Account_814,TGT_Account_814,Liability,Expense,0.616,manual,True
815,SRC_Account_815,TGT_Account_815,Revenue,Asset,0.611,semantic,True
816,SRC_Account_816,TGT_Account_816,Expense,Asset,0.823,exact,True
817,SRC_Account_817,TGT_Account_817,Asset,Equity,0.713,exact,True
818,SRC_Account_818,TGT_Account_818,Asset,Expense,0.839,semantic,True
819,SRC_Account_819,TGT_Account_819,Revenue,Asset,0.774,semantic,True
820,SRC_Account_820,TGT_Account_820,Expense,Asset,0.969,semantic,False
821,SRC_Account_821,TGT_Account_821,Asset,Equity,0.715,rule_based,True
822,SRC_Account_822,TGT_Account_822,Revenue,Expense,0.872,exact,False
823,SRC_Account_823,TGT_Account_823,Asset,Asset,0.622,semantic,True
824,SRC_Account_824,TGT_Account_824,Revenue,Expense,0.982,rule_based,True
825,SRC_Account_825,TGT_Account_825,Revenue,Revenue,0.992,semantic,True
826,SRC_Account_826,TGT_Account_826,Asset,Expense,0.896,semantic,True
827,SRC_Account_827,TGT_Account_827,Revenue,Liability,0.786,exact,True
828,SRC_Account_828,TGT_Account_828,Expense,Revenue,0.688,semantic,False
829,SRC_Account_829,TGT_Account_829,Expense,Revenue,0.925,rule_based,True
830,SRC_Account_830,TGT_Account_830,Asset,Revenue,0.895,manual,False
831,SRC_Account_831,TGT_Account_831,Liability,Expense,0.689,semantic,True
832,SRC_Account_832,TGT_Account_832,Liability,Equity,0.78,exact,True
833,SRC_Account_833,TGT_Account_833,Equity,Liability,0.785,semantic,True
834,SRC_Account_834,TGT_Account_834,Asset,Equity,0.931,rule_based,False
835,SRC_Account_835,TGT_Account_835,Expense,Liability,0.874,exact,True
836,SRC_Account_836,TGT_Account_836,Revenue,Equity,0.857,rule_based,True
837,SRC_Account_837,TGT_Account_837,Expense,Expense,0.86,exact,True
838,SRC_Account_838,TGT_Account_838,Asset,Expense,0.708,exact,True
839,SRC_Account_839,TGT_Account_839,Asset,Liability,0.749,exact,False
840,SRC_Account_840,TGT_Account_840,Expense,Expense,0.618,exact,False
841,SRC_Account_841,TGT_Account_841,Liability,Equity,0.915,rule_based,False
842,SRC_Account_842,TGT_Account_842,Revenue,Equity,0.773,semantic,False
843,SRC_Account_843,TGT_Account_843,Expense,Revenue,0.775,exact,False
844,SRC_Account_844,TGT_Account_844,Asset,Equity,0.698,semantic,True
845,SRC_Account_845,TGT_Account_845,Asset,Equity,0.684,exact,True
846,SRC_Account_846,TGT_Account_846,Asset,Equity,0.835,exact,True
847,SRC_Account_847,TGT_Account_847,Asset,Expense,0.693,exact,True
848,SRC_Account_848,TGT_Account_848,Asset,Liability,0.626,semantic,True
849,SRC_Account_849,TGT_Account_849,Expense,Liability,0.907,exact,True
850,SRC_Account_850,TGT_Account_850,Revenue,Liability,0.751,rule_based,False
851,SRC_Account_851,TGT_Account_851,Expense,Asset,0.752,exact,False
852,SRC_Account_852,TGT_Account_852,Expense,Liability,0.773,rule_based,True
853,SRC_Account_853,TGT_Account_853,Expense,Asset,0.926,rule_based,False
854,SRC_Account_854,TGT_Account_854,Liability,Equity,0.728,exact,True
855,SRC_Account_855,TGT_Account_855,Liability,Revenue,0.903,exact,True
856,SRC_Account_856,TGT_Account_856,Expense,Asset,0.976,manual,True
857,SRC_Account_857,TGT_Account_857,Liability,Equity,0.864,semantic,True
858,SRC_Account_858,TGT_Account_858,Asset,Revenue,0.773,semantic,True
859,SRC_Account_859,TGT_Account_859,Revenue,Equity,0.899,exact,True
860,SRC_Account_860,TGT_Account_860,Expense,Equity,0.783,exact,True
861,SRC_Account_861,TGT_Account_861,Expense,Asset,0.766,semantic,True
862,SRC_Account_862,TGT_Account_862,Expense,Expense,0.81,rule_based,False
863,SRC_Account_863,TGT_Account_863,Asset,Liability,0.727,exact,True
864,SRC_Account_864,TGT_Account_864,Revenue,Expense,0.642,rule_based,True
865,SRC_Account_865,TGT_Account_865,Expense,Revenue,0.766,semantic,True
866,SRC_Account_866,TGT_Account_866,Revenue,Asset,0.65,exact,True
867,SRC_Account_867,TGT_Account_867,Expense,Liability,0.764,exact,True
868,SRC_Account_868,TGT_Account_868,Expense,Asset,0.823,exact,True
869,SRC_Account_869,TGT_Account_869,Equity,Asset,0.972,semantic,True
870,SRC_Account_870,TGT_Account_870,Asset,Liability,0.614,semantic,True
871,SRC_Account_871,TGT_Account_871,Equity,Liability,,semantic,True
872,SRC_Account_872,TGT_Account_872,Liability,Expense,0.783,exact,True
873,SRC_Account_873,TGT_Account_873,Asset,Expense,0.608,semantic,True
874,SRC_Account_874,TGT_Account_874,Asset,Equity,0.7,semantic,True
875,SRC_Account_875,TGT_Account_875,Revenue,Liability,0.647,semantic,True
876,SRC_Account_876,TGT_Account_876,Equity,Equity,0.687,semantic,True
877,SRC_Account_877,TGT_Account_877,Equity,Revenue,0.71,exact,True
878,SRC_Account_878,TGT_Account_878,Revenue,Expense,0.761,semantic,True
879,SRC_Account_879,TGT_Account_879,Equity,Expense,0.812,exact,True
880,SRC_Account_880,TGT_Account_880,Revenue,Expense,,exact,True
881,SRC_Account_881,TGT_Account_881,Asset,Asset,0.665,exact,True
882,SRC_Account_882,TGT_Account_882,Expense,Liability,0.637,semantic,True
883,SRC_Account_883,TGT_Account_883,Equity,Equity,0.82,semantic,True
884,SRC_Account_884,TGT_Account_884,Asset,Asset,0.732,exact,False
885,SRC_Account_885,TGT_Account_885,Expense,Liability,0.819,rule_based,False
886,SRC_Account_886,TGT_Account_886,Revenue,Asset,0.689,rule_based,False
887,SRC_Account_887,TGT_Account_887,Asset,Expense,0.61,exact,True
888,SRC_Account_888,TGT_Account_888,Asset,Asset,0.977,semantic,True
889,SRC_Account_889,TGT_Account_889,Asset,Equity,0.643,exact,True
890,SRC_Account_890,TGT_Account_890,Liability,Asset,0.651,manual,True
891,SRC_Account_891,TGT_Account_891,Asset,Asset,0.659,exact,True
892,SRC_Account_892,TGT_Account_892,Revenue,Equity,0.993,exact,True
893,SRC_Account_893,TGT_Account_893,Equity,Liability,,semantic,True
894,SRC_Account_894,TGT_Account_894,Expense,Expense,0.844,exact,True
895,SRC_Account_895,TGT_Account_895,Revenue,Liability,0.995,semantic,True
896,SRC_Account_896,TGT_Account_896,Revenue,Equity,0.635,semantic,True
897,SRC_Account_897,TGT_Account_897,Equity,Revenue,0.99,exact,False
898,SRC_Account_898,TGT_Account_898,Asset,Revenue,0.682,semantic,True
899,SRC_Account_899,TGT_Account_899,Asset,Revenue,0.849,rule_based,True
900,SRC_Account_900,TGT_Account_900,Revenue,Liability,0.768,rule_based,False
901,SRC_Account_901,TGT_Account_901,Asset,Equity,0.754,semantic,True
902,SRC_Account_902,TGT_Account_902,Asset,Expense,0.972,exact,True
903,SRC_Account_903,TGT_Account_903,Liability,Expense,0.66,exact,True
904,SRC_Account_904,TGT_Account_904,Expense,Revenue,0.999,rule_based,True
905,SRC_Account_905,TGT_Account_905,Equity,Revenue,0.752,rule_based,True
906,SRC_Account_906,TGT_Account_906,Revenue,Expense,0.86,semantic,False
907,SRC_Account_907,TGT_Account_907,Equity,Revenue,0.987,rule_based,False
908,SRC_Account_908,TGT_Account_908,Asset,Expense,0.623,exact,False
909,SRC_Account_909,TGT_Account_909,Liability,Asset,0.969,semantic,False
910,SRC_Account_910,TGT_Account_910,Asset,Liability,0.827,exact,True
911,SRC_Account_911,TGT_Account_911,Revenue,Asset,0.882,exact,False
912,SRC_Account_912,TGT_Account_912,Asset,Asset,0.66,semantic,True
913,SRC_Account_913,TGT_Account_913,Liability,Equity,0.813,exact,True
914,SRC_Account_914,TGT_Account_914,Expense,Liability,,manual,False
915,SRC_Account_915,TGT_Account_915,Equity,Equity,0.782,exact,False
916,SRC_Account_916,TGT_Account_916,Equity,Equity,0.662,rule_based,False
917,SRC_Account_917,TGT_Account_917,Equity,Revenue,0.698,rule_based,True
918,SRC_Account_918,TGT_Account_918,Revenue,Expense,0.942,semantic,True
919,SRC_Account_919,TGT_Account_919,Liability,Expense,0.614,manual,True
920,SRC_Account_920,TGT_Account_920,Revenue,Liability,0.884,semantic,True
921,SRC_Account_921,TGT_Account_921,Expense,Liability,1.0,exact,False
922,SRC_Account_922,TGT_Account_922,Equity,Revenue,0.603,exact,False
923,SRC_Account_923,TGT_Account_923,Equity,Asset,0.664,exact,True
924,SRC_Account_924,TGT_Account_924,Asset,Equity,0.87,rule_based,True
925,SRC_Account_925,TGT_Account_925,Liability,Equity,0.624,semantic,True
926,SRC_Account_926,TGT_Account_926,Expense,Asset,0.836,exact,True
927,SRC_Account_927,TGT_Account_927,Equity,Revenue,0.874,exact,True
928,SRC_Account_928,TGT_Account_928,Liability,Liability,0.835,semantic,False
929,SRC_Account_929,TGT_Account_929,Equity,Asset,0.746,rule_based,True
930,SRC_Account_930,TGT_Account_930,Equity,Revenue,0.879,exact,False
931,SRC_Account_931,TGT_Account_931,Equity,Asset,0.838,rule_based,True
932,SRC_Account_932,TGT_Account_932,Revenue,Revenue,0.683,semantic,False
933,SRC_Account_933,TGT_Account_933,Liability,Asset,0.825,rule_based,True
934,SRC_Account_934,TGT_Account_934,Revenue,Equity,0.953,exact,True
935,SRC_Account_935,TGT_Account_935,Equity,Revenue,0.867,semantic,True
936,SRC_Account_936,TGT_Account_936,Expense,Liability,0.789,exact,False
937,SRC_Account_937,TGT_Account_937,Asset,Revenue,0.729,exact,False
938,SRC_Account_938,TGT_Account_938,Asset,Revenue,0.634,rule_based,True
939,SRC_Account_939,TGT_Account_939,Equity,Expense,0.698,semantic,True
940,SRC_Account_940,TGT_Account_940,Equity,Asset,0.604,exact,True
941,SRC_Account_941,TGT_Account_941,Revenue,Revenue,0.995,rule_based,False
942,SRC_Account_942,TGT_Account_942,Equity,Expense,0.689,exact,True
943,SRC_Account_943,TGT_Account_943,Expense,Revenue,0.926,semantic,True
944,SRC_Account_944,TGT_Account_944,Equity,Asset,0.667,manual,True
945,SRC_Account_945,TGT_Account_945,Asset,Expense,0.713,semantic,True
946,SRC_Account_946,TGT_Account_946,Asset,Asset,0.767,rule_based,False
947,SRC_Account_947,TGT_Account_947,Expense,Equity,0.73,semantic,False
948,SRC_Account_948,TGT_Account_948,Asset,Equity,0.919,rule_based,False
949,SRC_Account_949,TGT_Account_949,Expense,Equity,0.983,semantic,False
950,SRC_Account_950,TGT_Account_950,Liability,Equity,0.95,semantic,False
951,SRC_Account_951,TGT_Account_951,Asset,Asset,0.661,exact,True
952,SRC_Account_952,TGT_Account_952,Liability,Equity,0.911,rule_based,False
953,SRC_Account_953,TGT_Account_953,Revenue,Expense,0.659,exact,True
954,SRC_Account_954,TGT_Account_954,Equity,Expense,0.965,manual,True
955,SRC_Account_955,TGT_Account_955,Revenue,Liability,0.807,exact,False
956,SRC_Account_956,TGT_Account_956,Revenue,Expense,0.735,exact,True
957,SRC_Account_957,TGT_Account_957,Equity,Asset,0.663,rule_based,True
958,SRC_Account_958,TGT_Account_958,Revenue,Equity,0.605,exact,True
959,SRC_Account_959,TGT_Account_959,Expense,Equity,0.699,exact,True
960,SRC_Account_960,TGT_Account_960,Equity,Liability,0.966,rule_based,False
961,SRC_Account_961,TGT_Account_961,Asset,Expense,,exact,True
962,SRC_Account_962,TGT_Account_962,Equity,Equity,0.988,exact,True
963,SRC_Account_963,TGT_Account_963,Expense,Equity,,semantic,True
964,SRC_Account_964,TGT_Account_964,Liability,Asset,0.837,exact,True
965,SRC_Account_965,TGT_Account_965,Expense,Revenue,0.703,exact,True
966,SRC_Account_966,TGT_Account_966,Equity,Equity,0.817,exact,True
967,SRC_Account_967,TGT_Account_967,Revenue,Liability,0.728,exact,True
968,SRC_Account_968,TGT_Account_968,Liability,Liability,0.713,exact,True
969,SRC_Account_969,TGT_Account_969,Expense,Revenue,0.83,exact,True
970,SRC_Account_970,TGT_Account_970,Asset,Revenue,0.673,semantic,True
971,SRC_Account_971,TGT_Account_971,Liability,Revenue,0.788,semantic,False
972,SRC_Account_972,TGT_Account_972,Equity,Asset,0.86,exact,True
973,SRC_Account_973,TGT_Account_973,Equity,Equity,0.651,exact,True
974,SRC_Account_974,TGT_Account_974,Equity,Expense,,rule_based,False
975,SRC_Account_975,TGT_Account_975,Asset,Asset,,semantic,True
976,SRC_Account_976,TGT_Account_976,Liability,Equity,0.928,semantic,True
977,SRC_Account_977,TGT_Account_977,Asset,Equity,0.862,semantic,False
978,SRC_Account_978,TGT_Account_978,Equity,Expense,0.884,exact,True
979,SRC_Account_979,TGT_Account_979,Liability,Liability,0.886,rule_based,False
980,SRC_Account_980,TGT_Account_980,Equity,Equity,0.95,manual,False
981,SRC_Account_981,TGT_Account_981,Equity,Revenue,0.845,manual,False
982,SRC_Account_982,TGT_Account_982,Revenue,Asset,0.711,exact,False
983,SRC_Account_983,TGT_Account_983,Equity,Expense,0.64,exact,True
984,SRC_Account_984,TGT_Account_984,Revenue,Liability,0.843,exact,False
985,SRC_Account_985,TGT_Account_985,Equity,Revenue,0.627,exact,True
986,SRC_Account_986,TGT_Account_986,Revenue,Revenue,0.697,exact,True
987,SRC_Account_987,TGT_Account_987,Revenue,Revenue,0.624,semantic,True
988,SRC_Account_988,TGT_Account_988,Liability,Revenue,0.82,exact,True
989,SRC_Account_989,TGT_Account_989,Liability,Revenue,0.664,manual,True
990,SRC_Account_990,TGT_Account_990,Revenue,Equity,0.844,exact,True
991,SRC_Account_991,TGT_Account_991,Liability,Equity,0.916,exact,True
992,SRC_Account_992,TGT_Account_992,Equity,Revenue,0.929,rule_based,True
993,SRC_Account_993,TGT_Account_993,Asset,Asset,0.724,rule_based,False
994,SRC_Account_994,TGT_Account_994,Equity,Expense,0.82,exact,True
995,SRC_Account_995,TGT_Account_995,Equity,Revenue,0.825,semantic,False
996,SRC_Account_996,TGT_Account_996,Revenue,Revenue,0.789,exact,False
997,SRC_Account_997,TGT_Account_997,Equity,Liability,0.862,exact,False
998,SRC_Account_998,TGT_Account_998,Liability,Equity,0.684,semantic,True
999,SRC_Account_999,TGT_Account_999,Expense,Equity,0.992,exact,False
1000,SRC_Account_1000,TGT_Account_1000,Equity,Revenue,0.639,semantic,False
1001,SRC_Account_1001,TGT_Account_1001,Expense,Revenue,,exact,False
1002,SRC_Account_1002,TGT_Account_1002,Revenue,Revenue,0.838,semantic,False
1003,SRC_Account_1003,TGT_Account_1003,Equity,Revenue,0.698,rule_based,True
1004,SRC_Account_1004,TGT_Account_1004,Expense,Revenue,0.898,exact,True
1005,SRC_Account_1005,TGT_Account_1005,Asset,Revenue,0.634,exact,False
1006,SRC_Account_1006,TGT_Account_1006,Expense,Liability,0.91,semantic,True
1007,SRC_Account_1007,TGT_Account_1007,Expense,Equity,0.836,rule_based,False
1008,SRC_Account_1008,TGT_Account_1008,Equity,Revenue,0.644,semantic,True
1009,SRC_Account_1009,TGT_Account_1009,Revenue,Revenue,0.632,rule_based,True
1010,SRC_Account_1010,TGT_Account_1010,Equity,Expense,0.9,semantic,True
1011,SRC_Account_1011,TGT_Account_1011,Liability,Asset,0.717,exact,True
1012,SRC_Account_1012,TGT_Account_1012,Revenue,Asset,0.956,semantic,False
1013,SRC_Account_1013,TGT_Account_1013,Liability,Asset,0.905,exact,True
1014,SRC_Account_1014,TGT_Account_1014,Liability,Revenue,,rule_based,False
1015,SRC_Account_1015,TGT_Account_1015,Equity,Expense,,exact,True
1016,SRC_Account_1016,TGT_Account_1016,Expense,Equity,0.884,exact,False
1017,SRC_Account_1017,TGT_Account_1017,Liability,Equity,0.979,semantic,True
1018,SRC_Account_1018,TGT_Account_1018,Equity,Liability,0.637,semantic,True
1019,SRC_Account_1019,TGT_Account_1019,Asset,Equity,0.73,semantic,True
1020,SRC_Account_1020,TGT_Account_1020,Asset,Revenue,0.694,semantic,True
1021,SRC_Account_1021,TGT_Account_1021,Asset,Liability,0.757,manual,False
1022,SRC_Account_1022,TGT_Account_1022,Asset,Asset,0.897,rule_based,False
1023,SRC_Account_1023,TGT_Account_1023,Expense,Liability,0.79,rule_based,True
1024,SRC_Account_1024,TGT_Account_1024,Expense,Asset,0.828,semantic,True
1025,SRC_Account_1025,TGT_Account_1025,Expense,Liability,0.726,semantic,True
1026,SRC_Account_1026,TGT_Account_1026,Asset,Revenue,0.657,semantic,True
1027,SRC_Account_1027,TGT_Account_1027,Asset,Asset,0.707,semantic,True
1028,SRC_Account_1028,TGT_Account_1028,Liability,Revenue,0.944,exact,True
1029,SRC_Account_1029,TGT_Account_1029,Equity,Liability,0.841,semantic,True
1030,SRC_Account_1030,TGT_Account_1030,Liability,Expense,0.751,exact,False
1031,SRC_Account_1031,TGT_Account_1031,Equity,Revenue,0.916,exact,True
1032,SRC_Account_1032,TGT_Account_1032,Asset,Liability,0.626,rule_based,True
1033,SRC_Account_1033,TGT_Account_1033,Revenue,Expense,0.702,exact,True
1034,SRC_Account_1034,TGT_Account_1034,Liability,Asset,0.692,semantic,True
1035,SRC_Account_1035,TGT_Account_1035,Asset,Asset,0.994,semantic,True
1036,SRC_Account_1036,TGT_Account_1036,Revenue,Expense,0.882,exact,True
1037,SRC_Account_1037,TGT_Account_1037,Expense,Expense,0.847,rule_based,True
1038,SRC_Account_1038,TGT_Account_1038,Asset,Asset,0.602,exact,False
1039,SRC_Account_1039,TGT_Account_1039,Equity,Liability,0.674,rule_based,False
1040,SRC_Account_1040,TGT_Account_1040,Expense,Asset,0.854,rule_based,False
1041,SRC_Account_1041,TGT_Account_1041,Revenue,Liability,0.752,exact,True
1042,SRC_Account_1042,TGT_Account_1042,Expense,Equity,,exact,True
1043,SRC_Account_1043,TGT_Account_1043,Equity,Liability,0.906,exact,True
1044,SRC_Account_1044,TGT_Account_1044,Liability,Equity,0.779,exact,True
1045,SRC_Account_1045,TGT_Account_1045,Revenue,Asset,0.9,exact,False
1046,SRC_Account_1046,TGT_Account_1046,Asset,Expense,0.99,manual,False
1047,SRC_Account_1047,TGT_Account_1047,Liability,Expense,0.784,exact,True
1048,SRC_Account_1048,TGT_Account_1048,Revenue,Revenue,0.857,rule_based,True
1049,SRC_Account_1049,TGT_Account_1049,Revenue,Asset,0.967,exact,True
1050,SRC_Account_1050,TGT_Account_1050,Asset,Revenue,,manual,True
1051,SRC_Account_1051,TGT_Account_1051,Equity,Expense,0.955,exact,False
1052,SRC_Account_1052,TGT_Account_1052,Liability,Asset,0.639,semantic,True
1053,SRC_Account_1053,TGT_Account_1053,Equity,Revenue,0.859,semantic,True
1054,SRC_Account_1054,TGT_Account_1054,Expense,Liability,0.913,exact,True
1055,SRC_Account_1055,TGT_Account_1055,Asset,Revenue,0.846,rule_based,True
1056,SRC_Account_1056,TGT_Account_1056,Expense,Equity,0.798,exact,True
1057,SRC_Account_1057,TGT_Account_1057,Equity,Expense,0.847,semantic,False
1058,SRC_Account_1058,TGT_Account_1058,Revenue,Asset,0.661,semantic,True
1059,SRC_Account_1059,TGT_Account_1059,Equity,Liability,0.686,semantic,True
1060,SRC_Account_1060,TGT_Account_1060,Liability,Liability,,exact,True
1061,SRC_Account_1061,TGT_Account_1061,Revenue,Liability,0.839,exact,True
1062,SRC_Account_1062,TGT_Account_1062,Revenue,Liability,0.777,exact,True
1063,SRC_Account_1063,TGT_Account_1063,Asset,Liability,0.698,exact,True
1064,SRC_Account_1064,TGT_Account_1064,Revenue,Asset,0.953,exact,True
1065,SRC_Account_1065,TGT_Account_1065,Revenue,Revenue,0.75,manual,True
1066,SRC_Account_1066,TGT_Account_1066,Liability,Equity,0.778,semantic,False
1067,SRC_Account_1067,TGT_Account_1067,Expense,Asset,,semantic,False
1068,SRC_Account_1068,TGT_Account_1068,Revenue,Revenue,0.673,exact,False
1069,SRC_Account_1069,TGT_Account_1069,Liability,Asset,0.893,exact,True
1070,SRC_Account_1070,TGT_Account_1070,Asset,Asset,0.779,semantic,False
1071,SRC_Account_1071,TGT_Account_1071,Revenue,Asset,0.607,exact,True
1072,SRC_Account_1072,TGT_Account_1072,Liability,Equity,,exact,True
1073,SRC_Account_1073,TGT_Account_1073,Revenue,Liability,0.926,semantic,True
1074,SRC_Account_1074,TGT_Account_1074,Equity,Revenue,0.889,semantic,True
1075,SRC_Account_1075,TGT_Account_1075,Equity,Equity,0.948,manual,False
1076,SRC_Account_1076,TGT_Account_1076,Asset,Revenue,0.963,exact,True
1077,SRC_Account_1077,TGT_Account_1077,Revenue,Asset,0.735,semantic,True
1078,SRC_Account_1078,TGT_Account_1078,Asset,Expense,0.844,exact,False
1079,SRC_Account_1079,TGT_Account_1079,Equity,Expense,0.844,exact,True
1080,SRC_Account_1080,TGT_Account_1080,Expense,Equity,0.707,rule_based,False
1081,SRC_Account_1081,TGT_Account_1081,Expense,Equity,0.689,exact,False
1082,SRC_Account_1082,TGT_Account_1082,Expense,Equity,0.646,semantic,False
1083,SRC_Account_1083,TGT_Account_1083,Expense,Liability,0.864,semantic,False
1084,SRC_Account_1084,TGT_Account_1084,Equity,Liability,0.912,exact,True
1085,SRC_Account_1085,TGT_Account_1085,Liability,Liability,,manual,True
1086,SRC_Account_1086,TGT_Account_1086,Expense,Liability,0.727,semantic,False
1087,SRC_Account_1087,TGT_Account_1087,Expense,Asset,0.682,rule_based,False
1088,SRC_Account_1088,TGT_Account_1088,Expense,Asset,0.781,semantic,True
1089,SRC_Account_1089,TGT_Account_1089,Revenue,Liability,0.819,manual,True
1090,SRC_Account_1090,TGT_Account_1090,Asset,Equity,0.968,exact,True
1091,SRC_Account_1091,TGT_Account_1091,Equity,Liability,0.95,semantic,True
1092,SRC_Account_1092,TGT_Account_1092,Equity,Liability,0.966,rule_based,True
1093,SRC_Account_1093,TGT_Account_1093,Expense,Revenue,0.94,exact,False
1094,SRC_Account_1094,TGT_Account_1094,Liability,Revenue,0.986,exact,False
