je_id,posting_date,value_date,amount,currency,dr_account,cr_account,description,status,approver
JE00004497,2022-07-07 08:00:00,2022-07-07 08:00:00,23998.03,USD,ACC003543,ACC004011,Journal entry 4497,posted,User15
JE00004498,2022-07-07 09:00:00,2022-07-07 09:00:00,4968313.221500001,USD,ACC004630,ACC004676,Journal entry 4498,posted,
JE00004499,2022-09-04 10:00:00,2022-07-07 10:00:00,4968313.221500001,USD,ACC000353,ACC002379,Journal entry 4499,posted,User34
JE00004500,2022-07-07 11:00:00,2022-07-07 11:00:00,4968313.221500001,USD,ACC001436,ACC003469,Journal entry 4500,posted,User16
JE00004501,2022-07-07 12:00:00,2022-07-07 12:00:00,4968313.221500001,EUR,ACC003452,ACC002362,Journal entry 4501,posted,User30
JE00004502,2022-07-07 13:00:00,2022-07-07 13:00:00,22805.59,USD,ACC001311,ACC002878,Journal entry 4502,posted,User18
JE00004503,2022-07-07 14:00:00,2022-07-07 14:00:00,30941.88,USD,ACC003563,ACC001248,Journal entry 4503,posted,User16
JE00004504,2022-07-07 15:00:00,2022-07-07 15:00:00,23073.74,EUR,ACC000918,ACC004203,Journal entry 4504,posted,User7
JE00004505,2022-07-07 16:00:00,2022-07-07 16:00:00,6619.2,USD,ACC000818,ACC000616,Journal entry 4505,posted,User43
JE00004506,2022-07-07 17:00:00,2022-07-07 17:00:00,19933.96,USD,ACC002723,ACC003301,Journal entry 4506,posted,User6
JE00004507,2022-07-07 18:00:00,2022-07-07 18:00:00,20641.62,EUR,ACC003446,ACC004600,Journal entry 4507,posted,
JE00004508,2022-07-07 19:00:00,2022-07-07 19:00:00,4968313.221500001,USD,ACC001027,ACC004056,Journal entry 4508,posted,User13
JE00004509,2022-07-07 20:00:00,2022-07-07 20:00:00,37839.73,EUR,ACC004370,ACC003794,Journal entry 4509,reversed,User49
JE00004510,2022-07-07 21:00:00,2022-07-07 21:00:00,16137.89,USD,ACC004345,ACC003286,Journal entry 4510,posted,User4
JE00004511,2022-07-07 22:00:00,2022-07-07 22:00:00,29490.47,USD,ACC000407,ACC004729,Journal entry 4511,posted,User21
JE00004512,2022-08-23 23:00:00,2022-07-07 23:00:00,4968313.221500001,USD,ACC001522,ACC004322,Journal entry 4512,posted,User26
JE00004513,2022-07-08 00:00:00,2022-07-08 00:00:00,43883.61,USD,ACC002781,ACC001375,Journal entry 4513,posted,User49
JE00004514,2022-07-08 01:00:00,2022-07-08 01:00:00,4968313.221500001,EUR,ACC002455,ACC003121,Journal entry 4514,posted,User8
JE00004515,2022-07-08 02:00:00,2022-07-08 02:00:00,5801.72,USD,ACC001275,ACC002144,Journal entry 4515,posted,
JE00004516,2022-07-08 03:00:00,2022-07-08 03:00:00,15085.95,EUR,ACC002648,ACC002648,Journal entry 4516,posted,User4
JE00004517,2022-07-08 04:00:00,2022-07-08 04:00:00,21617.63,USD,ACC004814,ACC004091,Journal entry 4517,reversed,User15
JE00004518,2022-07-08 05:00:00,2022-07-08 05:00:00,14997.26,USD,ACC001539,ACC000206,Journal entry 4518,posted,User42
JE00004519,2022-07-08 06:00:00,2022-07-08 06:00:00,38183.04,USD,ACC001096,ACC000642,Journal entry 4519,reversed,User19
JE00004520,2022-07-08 07:00:00,2022-07-08 07:00:00,12338.77,USD,ACC003693,ACC000527,Journal entry 4520,posted,User29
JE00004521,2022-07-08 08:00:00,2022-07-08 08:00:00,4330.26,USD,ACC002854,ACC001011,Journal entry 4521,reversed,User20
JE00004522,2022-07-08 09:00:00,2022-07-08 09:00:00,20748.61,USD,ACC003461,ACC002563,Journal entry 4522,posted,User45
JE00004523,2022-07-08 10:00:00,2022-07-08 10:00:00,38691.63,GBP,ACC003232,ACC004712,Journal entry 4523,posted,User5
JE00004524,2022-07-08 11:00:00,2022-07-08 11:00:00,42543.04,USD,ACC003805,ACC003805,Journal entry 4524,posted,User49
JE00004525,2022-07-08 12:00:00,2022-07-08 12:00:00,36693.91,USD,ACC003647,ACC004502,Journal entry 4525,posted,User12
JE00004526,2022-07-08 13:00:00,2022-07-08 13:00:00,27938.55,USD,ACC003030,ACC003798,Journal entry 4526,posted,User30
JE00004527,2022-07-08 14:00:00,2022-07-08 14:00:00,36237.17,EUR,ACC002273,ACC002300,Journal entry 4527,posted,User13
JE00004528,2022-07-08 15:00:00,2022-07-08 15:00:00,34101.34,USD,ACC002301,ACC003878,Journal entry 4528,posted,User40
JE00004529,2022-07-08 16:00:00,2022-07-08 16:00:00,11794.89,USD,ACC001327,ACC001341,Journal entry 4529,posted,User35
JE00004530,2022-07-08 17:00:00,2022-07-08 17:00:00,4968313.221500001,USD,ACC002245,ACC003319,Journal entry 4530,posted,
JE00004531,2022-07-08 18:00:00,2022-07-08 18:00:00,38553.41,USD,ACC003026,ACC000042,Journal entry 4531,pending,User13
JE00004532,2022-07-08 19:00:00,2022-07-08 19:00:00,15924.32,USD,ACC003583,ACC004518,Journal entry 4532,posted,User35
JE00004533,2022-07-08 20:00:00,2022-07-08 20:00:00,32733.26,USD,ACC003865,ACC004858,Journal entry 4533,posted,User25
JE00004534,2022-07-08 21:00:00,2022-07-08 21:00:00,24125.87,USD,ACC001886,ACC003678,Journal entry 4534,posted,User27
JE00004535,2022-07-08 22:00:00,2022-07-08 22:00:00,25207.63,USD,ACC003665,ACC000874,Journal entry 4535,pending,User18
JE00004536,2022-07-08 23:00:00,2022-07-08 23:00:00,4593.75,GBP,ACC002187,ACC001292,Journal entry 4536,posted,User34
JE00004537,2022-07-09 00:00:00,2022-07-09 00:00:00,33344.24,USD,ACC001792,ACC003699,Journal entry 4537,posted,User46
JE00004538,2022-07-09 01:00:00,2022-07-09 01:00:00,43297.78,USD,ACC000819,ACC002498,Journal entry 4538,reversed,User6
JE00004539,2022-07-09 02:00:00,2022-07-09 02:00:00,4968313.221500001,EUR,ACC001330,ACC002739,Journal entry 4539,posted,User34
JE00004540,2022-07-09 03:00:00,2022-07-09 03:00:00,18368.67,USD,ACC003399,ACC002022,Journal entry 4540,posted,User46
JE00004541,2022-07-09 04:00:00,2022-07-09 04:00:00,2528.51,USD,ACC001083,ACC004179,Journal entry 4541,posted,
JE00004542,2022-07-09 05:00:00,2022-07-09 05:00:00,1578.63,USD,ACC000385,ACC000827,Journal entry 4542,posted,User21
JE00004543,2022-07-09 06:00:00,2022-07-09 06:00:00,49483.96,USD,ACC001360,ACC002209,Journal entry 4543,pending,User28
JE00004544,2022-07-09 07:00:00,2022-07-09 07:00:00,24724.23,USD,ACC004953,ACC001112,Journal entry 4544,pending,
JE00004545,2022-08-31 08:00:00,2022-07-09 08:00:00,17840.4,USD,ACC000749,ACC003460,Journal entry 4545,posted,User34
JE00004546,2022-07-09 09:00:00,2022-07-09 09:00:00,13816.37,EUR,ACC000719,ACC001426,Journal entry 4546,posted,User49
JE00004547,2022-07-09 10:00:00,2022-07-09 10:00:00,4968313.221500001,EUR,ACC002016,ACC001498,Journal entry 4547,posted,User28
JE00004548,2022-07-09 11:00:00,2022-07-09 11:00:00,12687.31,USD,ACC001915,ACC000869,Journal entry 4548,posted,User43
JE00004549,2022-07-09 12:00:00,2022-07-09 12:00:00,36312.85,USD,ACC004602,ACC004318,Journal entry 4549,posted,User26
JE00004550,2022-07-09 13:00:00,2022-07-09 13:00:00,14259.53,USD,ACC001189,ACC001087,Journal entry 4550,reversed,User16
JE00004551,2022-07-09 14:00:00,2022-07-09 14:00:00,3617.43,USD,ACC002087,ACC004344,Journal entry 4551,posted,User34
JE00004552,2022-07-09 15:00:00,2022-07-09 15:00:00,34195.5,USD,ACC001454,ACC004582,Journal entry 4552,posted,User20
JE00004553,2022-07-09 16:00:00,2022-07-09 16:00:00,4968313.221500001,USD,ACC001250,ACC004821,Journal entry 4553,posted,User33
JE00004554,2022-07-09 17:00:00,2022-07-09 17:00:00,33819.85,USD,ACC001613,ACC001717,Journal entry 4554,posted,User32
JE00004555,2022-07-09 18:00:00,2022-07-09 18:00:00,12593.79,GBP,ACC001286,ACC003275,Journal entry 4555,posted,User4
JE00004556,2022-07-09 19:00:00,2022-07-09 19:00:00,37330.6,USD,ACC003592,ACC004138,Journal entry 4556,posted,User27
JE00004557,2022-07-09 20:00:00,2022-07-09 20:00:00,4968313.221500001,USD,ACC003951,ACC000392,Journal entry 4557,posted,User1
JE00004558,2022-07-09 21:00:00,2022-07-09 21:00:00,36232.95,USD,ACC000884,ACC000322,Journal entry 4558,posted,User21
JE00004559,2022-07-09 22:00:00,2022-07-09 22:00:00,1321.72,USD,ACC002480,ACC001035,Journal entry 4559,pending,User33
JE00004560,2022-07-09 23:00:00,2022-07-09 23:00:00,35216.46,USD,ACC001320,ACC004910,Journal entry 4560,posted,
JE00004561,2022-07-10 00:00:00,2022-07-10 00:00:00,49508.27,USD,ACC004338,ACC000450,Journal entry 4561,posted,User6
JE00004562,2022-07-10 01:00:00,2022-07-10 01:00:00,4968313.221500001,USD,ACC000507,ACC003824,Journal entry 4562,posted,User45
JE00004563,2022-07-10 02:00:00,2022-07-10 02:00:00,13784.5,EUR,ACC002046,ACC004195,Journal entry 4563,posted,User37
JE00004564,2022-07-10 03:00:00,2022-07-10 03:00:00,40694.97,GBP,ACC001658,ACC004534,Journal entry 4564,posted,User16
JE00004565,2022-07-10 04:00:00,2022-07-10 04:00:00,8103.8,USD,ACC001818,ACC002644,Journal entry 4565,posted,User23
JE00004566,2022-07-10 05:00:00,2022-07-10 05:00:00,33063.13,USD,ACC004707,ACC002630,Journal entry 4566,posted,User7
JE00004567,2022-07-10 06:00:00,2022-07-10 06:00:00,37775.82,USD,ACC002704,ACC003712,Journal entry 4567,pending,User18
JE00004568,2022-07-10 07:00:00,2022-07-10 07:00:00,1954.32,USD,ACC001901,ACC003173,Journal entry 4568,pending,User34
JE00004569,2022-07-10 08:00:00,2022-07-10 08:00:00,27732.73,GBP,ACC004040,ACC003934,Journal entry 4569,posted,User44
JE00004570,2022-07-10 09:00:00,2022-07-10 09:00:00,28836.28,USD,ACC003887,ACC001805,Journal entry 4570,posted,User29
JE00004571,2022-07-10 10:00:00,2022-07-10 10:00:00,15241.8,USD,ACC000725,ACC004668,Journal entry 4571,posted,User14
JE00004572,2022-07-10 11:00:00,2022-07-10 11:00:00,43829.6,GBP,ACC002309,ACC002161,Journal entry 4572,posted,User45
JE00004573,2022-07-10 12:00:00,2022-07-10 12:00:00,8221.21,USD,ACC002061,ACC001241,Journal entry 4573,posted,User27
JE00004574,2022-07-10 13:00:00,2022-07-10 13:00:00,18273.32,USD,ACC002248,ACC003754,Journal entry 4574,pending,User37
JE00004575,2022-07-10 14:00:00,2022-07-10 14:00:00,42448.57,USD,ACC001745,ACC003105,Journal entry 4575,posted,User35
JE00004576,2022-07-10 15:00:00,2022-07-10 15:00:00,9613.07,USD,ACC004120,ACC000250,Journal entry 4576,posted,User20
JE00004577,2022-07-10 16:00:00,2022-07-10 16:00:00,41086.57,USD,ACC004980,ACC000832,Journal entry 4577,posted,User2
JE00004578,2022-07-10 17:00:00,2022-07-10 17:00:00,4045.55,GBP,ACC000135,ACC000183,Journal entry 4578,posted,User32
JE00004579,2022-07-10 18:00:00,2022-07-10 18:00:00,24512.53,USD,ACC004284,ACC002880,Journal entry 4579,posted,User44
JE00004580,2022-07-10 19:00:00,2022-07-10 19:00:00,3859.0,USD,ACC004325,ACC004375,Journal entry 4580,posted,User43
JE00004581,2022-07-10 20:00:00,2022-07-10 20:00:00,33927.39,USD,ACC001828,ACC001613,Journal entry 4581,pending,User43
JE00004582,2022-07-10 21:00:00,2022-07-10 21:00:00,39551.01,USD,ACC002427,ACC000551,Journal entry 4582,posted,User18
JE00004583,2022-07-10 22:00:00,2022-07-10 22:00:00,42507.94,USD,ACC000511,ACC004257,Journal entry 4583,posted,User45
JE00004584,2022-07-10 23:00:00,2022-07-10 23:00:00,49064.99,EUR,ACC001756,ACC003606,Journal entry 4584,posted,User1
JE00004585,2022-07-11 00:00:00,2022-07-11 00:00:00,4968313.221500001,USD,ACC001192,ACC002726,Journal entry 4585,posted,User16
JE00004586,2022-07-11 01:00:00,2022-07-11 01:00:00,38476.19,USD,ACC004535,ACC000998,Journal entry 4586,posted,User31
JE00004587,2022-07-11 02:00:00,2022-07-11 02:00:00,4968313.221500001,USD,ACC000536,ACC003361,Journal entry 4587,posted,
JE00004588,2022-07-11 03:00:00,2022-07-11 03:00:00,45645.57,USD,ACC001700,ACC001832,Journal entry 4588,posted,User2
JE00004589,2022-07-11 04:00:00,2022-07-11 04:00:00,32223.54,USD,ACC002405,ACC001226,Journal entry 4589,posted,User9
JE00004590,2022-07-11 05:00:00,2022-07-11 05:00:00,44189.22,EUR,ACC004889,ACC001468,Journal entry 4590,pending,User46
JE00004591,2022-07-11 06:00:00,2022-07-11 06:00:00,11849.06,USD,ACC004087,ACC000308,Journal entry 4591,posted,User21
JE00004592,2022-07-11 07:00:00,2022-07-11 07:00:00,24887.22,EUR,ACC004682,ACC002452,Journal entry 4592,posted,User9
JE00004593,2022-07-11 08:00:00,2022-07-11 08:00:00,36517.96,EUR,ACC001551,ACC003766,Journal entry 4593,posted,User31
JE00004594,2022-07-11 09:00:00,2022-07-11 09:00:00,10215.82,USD,ACC001340,ACC004134,Journal entry 4594,posted,User19
JE00004595,2022-09-04 10:00:00,2022-07-11 10:00:00,10645.86,USD,ACC002857,ACC003621,Journal entry 4595,posted,User20
JE00004596,2022-07-11 11:00:00,2022-07-11 11:00:00,48904.33,EUR,ACC001704,ACC004378,Journal entry 4596,posted,User47
JE00004597,2022-09-13 12:00:00,2022-07-11 12:00:00,21787.06,GBP,ACC000080,ACC004818,Journal entry 4597,posted,User27
JE00004598,2022-07-11 13:00:00,2022-07-11 13:00:00,9172.59,USD,ACC004061,ACC001111,Journal entry 4598,posted,User4
JE00004599,2022-07-27 14:00:00,2022-07-11 14:00:00,16640.05,USD,ACC000475,ACC002168,Journal entry 4599,posted,
JE00004600,2022-09-07 15:00:00,2022-07-11 15:00:00,4968313.221500001,USD,ACC000979,ACC001689,Journal entry 4600,posted,User1
JE00004601,2022-07-11 16:00:00,2022-07-11 16:00:00,31191.95,EUR,ACC004717,ACC003424,Journal entry 4601,posted,User34
JE00004602,2022-07-11 17:00:00,2022-07-11 17:00:00,46158.43,GBP,ACC003660,ACC004185,Journal entry 4602,posted,User6
JE00004603,2022-07-11 18:00:00,2022-07-11 18:00:00,49330.84,GBP,ACC003213,ACC004450,Journal entry 4603,posted,User14
JE00004604,2022-07-11 19:00:00,2022-07-11 19:00:00,32619.77,USD,ACC000646,ACC000449,Journal entry 4604,posted,User49
JE00004605,2022-07-11 20:00:00,2022-07-11 20:00:00,35026.13,USD,ACC001254,ACC002575,Journal entry 4605,posted,User9
JE00004606,2022-07-11 21:00:00,2022-07-11 21:00:00,16159.28,EUR,ACC001029,ACC000585,Journal entry 4606,posted,User48
JE00004607,2022-07-11 22:00:00,2022-07-11 22:00:00,4968313.221500001,USD,ACC003207,ACC001650,Journal entry 4607,posted,User15
JE00004608,2022-07-11 23:00:00,2022-07-11 23:00:00,10968.14,GBP,ACC002503,ACC002398,Journal entry 4608,posted,User19
JE00004609,2022-07-12 00:00:00,2022-07-12 00:00:00,5408.39,USD,ACC001803,ACC003100,Journal entry 4609,posted,User46
JE00004610,2022-07-12 01:00:00,2022-07-12 01:00:00,48665.47,EUR,ACC003730,ACC003951,Journal entry 4610,posted,User37
JE00004611,2022-07-12 02:00:00,2022-07-12 02:00:00,43220.52,USD,ACC003890,ACC004973,Journal entry 4611,posted,User15
JE00004612,2022-07-12 03:00:00,2022-07-12 03:00:00,15251.89,USD,ACC003698,ACC001680,Journal entry 4612,posted,User37
JE00004613,2022-08-07 04:00:00,2022-07-12 04:00:00,33791.02,USD,ACC000529,ACC002798,Journal entry 4613,posted,User24
JE00004614,2022-07-12 05:00:00,2022-07-12 05:00:00,23404.22,EUR,ACC003045,ACC000348,Journal entry 4614,posted,User5
JE00004615,2022-07-12 06:00:00,2022-07-12 06:00:00,4968313.221500001,USD,ACC001051,ACC000558,Journal entry 4615,pending,User13
JE00004616,2022-07-12 07:00:00,2022-07-12 07:00:00,14410.03,EUR,ACC001361,ACC004840,Journal entry 4616,pending,User12
JE00004617,2022-07-12 08:00:00,2022-07-12 08:00:00,6887.77,USD,ACC004892,ACC004692,Journal entry 4617,posted,
JE00004618,2022-07-12 09:00:00,2022-07-12 09:00:00,27510.97,USD,ACC002077,ACC004695,Journal entry 4618,posted,User44
JE00004619,2022-07-12 10:00:00,2022-07-12 10:00:00,22385.17,USD,ACC003938,ACC001308,Journal entry 4619,pending,User28
JE00004620,2022-07-12 11:00:00,2022-07-12 11:00:00,25658.1,GBP,ACC001232,ACC003260,Journal entry 4620,posted,User9
JE00004621,2022-07-12 12:00:00,2022-07-12 12:00:00,10846.32,EUR,ACC004862,ACC001146,Journal entry 4621,pending,User30
JE00004622,2022-07-12 13:00:00,2022-07-12 13:00:00,46936.67,EUR,ACC001386,ACC003410,Journal entry 4622,posted,
JE00004623,2022-07-12 14:00:00,2022-07-12 14:00:00,31965.7,EUR,ACC000910,ACC002424,Journal entry 4623,posted,User19
JE00004624,2022-07-12 15:00:00,2022-07-12 15:00:00,44990.07,USD,ACC001617,ACC004669,Journal entry 4624,posted,User12
JE00004625,2022-07-12 16:00:00,2022-07-12 16:00:00,4968313.221500001,GBP,ACC000868,ACC001869,Journal entry 4625,posted,User35
JE00004626,2022-07-12 17:00:00,2022-07-12 17:00:00,31180.26,USD,ACC002995,ACC003220,Journal entry 4626,posted,User28
JE00004627,2022-07-12 18:00:00,2022-07-12 18:00:00,42488.14,USD,ACC000721,ACC003297,Journal entry 4627,posted,User22
JE00004628,2022-07-16 19:00:00,2022-07-12 19:00:00,16612.95,USD,ACC001038,ACC003943,Journal entry 4628,pending,User10
JE00004629,2022-07-12 20:00:00,2022-07-12 20:00:00,9837.64,USD,ACC003511,ACC000261,Journal entry 4629,posted,
JE00004630,2022-07-12 21:00:00,2022-07-12 21:00:00,13324.56,EUR,ACC000213,ACC002318,Journal entry 4630,posted,User11
JE00004631,2022-07-12 22:00:00,2022-07-12 22:00:00,13719.39,USD,ACC002203,ACC002262,Journal entry 4631,posted,User31
JE00004632,2022-07-12 23:00:00,2022-07-12 23:00:00,22415.23,EUR,ACC003463,ACC001141,Journal entry 4632,posted,User3
JE00004633,2022-07-13 00:00:00,2022-07-13 00:00:00,16365.58,GBP,ACC002228,ACC004024,Journal entry 4633,posted,User4
JE00004634,2022-07-13 01:00:00,2022-07-13 01:00:00,13636.58,USD,ACC000110,ACC004163,Journal entry 4634,posted,User49
JE00004635,2022-07-13 02:00:00,2022-07-13 02:00:00,32460.76,USD,ACC000791,ACC000408,Journal entry 4635,posted,User14
JE00004636,2022-07-13 03:00:00,2022-07-13 03:00:00,2746.32,USD,ACC004854,ACC003422,Journal entry 4636,pending,User6
JE00004637,2022-07-13 04:00:00,2022-07-13 04:00:00,17084.15,USD,ACC003861,ACC004308,Journal entry 4637,pending,User48
JE00004638,2022-07-13 05:00:00,2022-07-13 05:00:00,34518.62,EUR,ACC001752,ACC001448,Journal entry 4638,posted,User21
JE00004639,2022-07-13 06:00:00,2022-07-13 06:00:00,8874.9,USD,ACC004369,ACC003161,Journal entry 4639,posted,
JE00004640,2022-07-13 07:00:00,2022-07-13 07:00:00,11124.3,USD,ACC000033,ACC003117,Journal entry 4640,posted,User21
JE00004641,2022-07-13 08:00:00,2022-07-13 08:00:00,10113.26,USD,ACC000237,ACC000093,Journal entry 4641,posted,User2
JE00004642,2022-07-13 09:00:00,2022-07-13 09:00:00,146.21,USD,ACC004423,ACC004083,Journal entry 4642,posted,User15
JE00004643,2022-07-13 10:00:00,2022-07-13 10:00:00,23741.01,USD,ACC003372,ACC003751,Journal entry 4643,posted,User47
JE00004644,2022-07-13 11:00:00,2022-07-13 11:00:00,2044.04,USD,ACC003000,ACC001352,Journal entry 4644,reversed,User39
JE00004645,2022-07-13 12:00:00,2022-07-13 12:00:00,4968313.221500001,USD,ACC001723,ACC001571,Journal entry 4645,posted,User21
JE00004646,2022-07-13 13:00:00,2022-07-13 13:00:00,49740.69,EUR,ACC004087,ACC003841,Journal entry 4646,posted,User17
JE00004647,2022-07-13 14:00:00,2022-07-13 14:00:00,45927.97,USD,ACC003041,ACC004009,Journal entry 4647,posted,User29
JE00004648,2022-07-13 15:00:00,2022-07-13 15:00:00,10832.28,USD,ACC002176,ACC000362,Journal entry 4648,posted,User31
JE00004649,2022-07-13 16:00:00,2022-07-13 16:00:00,15569.12,USD,ACC001903,ACC001795,Journal entry 4649,posted,User38
JE00004650,2022-07-13 17:00:00,2022-07-13 17:00:00,23238.86,USD,ACC001771,ACC003125,Journal entry 4650,posted,User27
JE00004651,2022-07-13 18:00:00,2022-07-13 18:00:00,42236.24,USD,ACC002877,ACC000636,Journal entry 4651,pending,User4
JE00004652,2022-07-13 19:00:00,2022-07-13 19:00:00,40152.03,EUR,ACC003276,ACC004995,Journal entry 4652,posted,User43
JE00004653,2022-07-13 20:00:00,2022-07-13 20:00:00,6399.45,USD,ACC004024,ACC001046,Journal entry 4653,posted,User17
JE00004654,2022-07-13 21:00:00,2022-07-13 21:00:00,6310.0,USD,ACC002031,ACC004332,Journal entry 4654,posted,User41
JE00004655,2022-07-13 22:00:00,2022-07-13 22:00:00,20894.94,USD,ACC001270,ACC000323,Journal entry 4655,posted,User40
JE00004656,2022-07-13 23:00:00,2022-07-13 23:00:00,4968313.221500001,USD,ACC002782,ACC004379,Journal entry 4656,posted,User11
JE00004657,2022-07-14 00:00:00,2022-07-14 00:00:00,44116.04,USD,ACC002918,ACC000201,Journal entry 4657,pending,
JE00004658,2022-07-14 01:00:00,2022-07-14 01:00:00,5457.56,EUR,ACC001390,ACC003402,Journal entry 4658,posted,User37
JE00004659,2022-07-14 02:00:00,2022-07-14 02:00:00,28757.43,GBP,ACC000367,ACC001802,Journal entry 4659,pending,User18
JE00004660,2022-07-14 03:00:00,2022-07-14 03:00:00,7868.19,USD,ACC001664,ACC002306,Journal entry 4660,posted,User39
JE00004661,2022-07-14 04:00:00,2022-07-14 04:00:00,34337.85,GBP,ACC000353,ACC000544,Journal entry 4661,pending,User26
JE00004662,2022-07-14 05:00:00,2022-07-14 05:00:00,45830.02,USD,ACC000411,ACC003387,Journal entry 4662,posted,User46
JE00004663,2022-07-14 06:00:00,2022-07-14 06:00:00,22792.99,USD,ACC004830,ACC003113,Journal entry 4663,posted,
JE00004664,2022-07-14 07:00:00,2022-07-14 07:00:00,4245.83,EUR,ACC003907,ACC001606,Journal entry 4664,posted,User48
JE00004665,2022-07-14 08:00:00,2022-07-14 08:00:00,29004.78,USD,ACC000178,ACC002361,Journal entry 4665,posted,User11
JE00004666,2022-07-14 09:00:00,2022-07-14 09:00:00,20484.98,USD,ACC001745,ACC002764,Journal entry 4666,posted,User37
JE00004667,2022-07-14 10:00:00,2022-07-14 10:00:00,40563.85,USD,ACC001274,ACC003440,Journal entry 4667,posted,User37
JE00004668,2022-07-14 11:00:00,2022-07-14 11:00:00,17083.19,USD,ACC004875,ACC002699,Journal entry 4668,posted,User23
JE00004669,2022-07-14 12:00:00,2022-07-14 12:00:00,43757.37,USD,ACC002189,ACC000296,Journal entry 4669,posted,User9
JE00004670,2022-07-14 13:00:00,2022-07-14 13:00:00,13757.65,EUR,ACC001299,ACC002719,Journal entry 4670,posted,User15
JE00004671,2022-07-14 14:00:00,2022-07-14 14:00:00,7960.13,USD,ACC003174,ACC001744,Journal entry 4671,posted,
JE00004672,2022-09-28 15:00:00,2022-07-14 15:00:00,15393.37,GBP,ACC002376,ACC002060,Journal entry 4672,posted,User43
JE00004673,2022-07-14 16:00:00,2022-07-14 16:00:00,1842.3,USD,ACC000937,ACC001854,Journal entry 4673,posted,User45
JE00004674,2022-07-14 17:00:00,2022-07-14 17:00:00,14134.17,USD,ACC001528,ACC001765,Journal entry 4674,pending,User45
JE00004675,2022-07-14 18:00:00,2022-07-14 18:00:00,33039.87,USD,ACC000637,ACC001182,Journal entry 4675,posted,User47
JE00004676,2022-07-14 19:00:00,2022-07-14 19:00:00,7199.92,USD,ACC003470,ACC001652,Journal entry 4676,pending,User5
JE00004677,2022-07-14 20:00:00,2022-07-14 20:00:00,5657.11,USD,ACC004854,ACC004854,Journal entry 4677,reversed,User49
JE00004678,2022-07-14 21:00:00,2022-07-14 21:00:00,6706.03,USD,ACC004042,ACC001124,Journal entry 4678,posted,User28
JE00004679,2022-07-14 22:00:00,2022-07-14 22:00:00,3969.83,USD,ACC001877,ACC003795,Journal entry 4679,posted,User5
JE00004680,2022-07-14 23:00:00,2022-07-14 23:00:00,43744.31,USD,ACC002436,ACC002436,Journal entry 4680,posted,User7
JE00004681,2022-07-15 00:00:00,2022-07-15 00:00:00,47211.34,GBP,ACC000305,ACC003053,Journal entry 4681,pending,User13
JE00004682,2022-07-15 01:00:00,2022-07-15 01:00:00,2423.4,USD,ACC001835,ACC000589,Journal entry 4682,posted,User13
JE00004683,2022-07-15 02:00:00,2022-07-15 02:00:00,38027.58,USD,ACC000161,ACC001037,Journal entry 4683,posted,User6
JE00004684,2022-07-15 03:00:00,2022-07-15 03:00:00,36883.87,USD,ACC003724,ACC004508,Journal entry 4684,posted,User19
JE00004685,2022-07-15 04:00:00,2022-07-15 04:00:00,4968313.221500001,USD,ACC004547,ACC004156,Journal entry 4685,posted,User27
JE00004686,2022-07-15 05:00:00,2022-07-15 05:00:00,17458.75,USD,ACC000958,ACC000349,Journal entry 4686,posted,User16
JE00004687,2022-07-15 06:00:00,2022-07-15 06:00:00,14346.9,EUR,ACC003370,ACC004518,Journal entry 4687,posted,User33
JE00004688,2022-07-15 07:00:00,2022-07-15 07:00:00,22708.8,USD,ACC002998,ACC004188,Journal entry 4688,pending,User36
JE00004689,2022-07-15 08:00:00,2022-07-15 08:00:00,42843.1,USD,ACC002090,ACC000686,Journal entry 4689,posted,User20
JE00004690,2022-07-15 09:00:00,2022-07-15 09:00:00,36456.82,USD,ACC003669,ACC001207,Journal entry 4690,posted,User4
JE00004691,2022-07-15 10:00:00,2022-07-15 10:00:00,23634.03,USD,ACC003399,ACC000889,Journal entry 4691,posted,
JE00004692,2022-07-15 11:00:00,2022-07-15 11:00:00,12303.69,USD,ACC001347,ACC004267,Journal entry 4692,posted,User31
JE00004693,2022-07-15 12:00:00,2022-07-15 12:00:00,36378.09,GBP,ACC003993,ACC004269,Journal entry 4693,posted,User20
JE00004694,2022-07-15 13:00:00,2022-07-15 13:00:00,42740.89,USD,ACC003279,ACC003602,Journal entry 4694,posted,User29
JE00004695,2022-07-15 14:00:00,2022-07-15 14:00:00,4968313.221500001,USD,ACC001563,ACC001251,Journal entry 4695,reversed,User42
JE00004696,2022-07-15 15:00:00,2022-07-15 15:00:00,33462.41,EUR,ACC003677,ACC004605,Journal entry 4696,posted,User39
JE00004697,2022-07-15 16:00:00,2022-07-15 16:00:00,20070.58,USD,ACC003204,ACC004238,Journal entry 4697,posted,User31
JE00004698,2022-07-15 17:00:00,2022-07-15 17:00:00,23976.82,EUR,ACC000588,ACC004352,Journal entry 4698,posted,User5
JE00004699,2022-07-15 18:00:00,2022-07-15 18:00:00,26293.03,EUR,ACC000832,ACC001800,Journal entry 4699,posted,User37
JE00004700,2022-07-15 19:00:00,2022-07-15 19:00:00,38808.72,USD,ACC001620,ACC003506,Journal entry 4700,posted,
JE00004701,2022-07-15 20:00:00,2022-07-15 20:00:00,48877.55,USD,ACC000222,ACC003377,Journal entry 4701,posted,User21
JE00004702,2022-07-15 21:00:00,2022-07-15 21:00:00,22273.87,EUR,ACC002032,ACC000759,Journal entry 4702,posted,User35
